"filename", "language", "JSON", "C#", "Markdown", "UnityShader", "C++", "XML", "UnityUSS", "comment", "blank", "total"
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Editor\Scripts\Utilities\EditorTools.cs", "C#", 0, -173, 0, 0, 0, 0, 0, -47, -43, -263
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Editor\Scripts\Utilities\GraphInputsGroupingHelper.cs", "C#", 0, -133, 0, 0, 0, 0, 0, -18, -34, -185
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Editor\Scripts\Utilities\SubstanceBuildUtils.cs", "C#", 0, -56, 0, 0, 0, 0, 0, 0, -12, -68
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Editor\Scripts\Utilities\SubstanceEditorTools.cs", "C#", 0, -202, 0, 0, 0, 0, 0, -90, -54, -346
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Editor\Scripts\Utilities\TextureUtils.cs", "C#", 0, -82, 0, 0, 0, 0, 0, -9, -22, -113
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\README.md", "Markdown", 0, 0, -13, 0, 0, 0, 0, 0, -1, -14
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Adobe.Substance.asmdef", "JSON", -14, 0, 0, 0, 0, 0, 0, 0, 0, -14
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Runtime\Adobe.Substance.Runtime.asmdef", "JSON", -16, 0, 0, 0, 0, 0, 0, 0, 0, -16
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Runtime\Scripts\SubstanceRuntime.cs", "C#", 0, -49, 0, 0, 0, 0, 0, -15, -11, -75
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Runtime\Scripts\SubstanceRuntimeGraph.cs", "C#", 0, -386, 0, 0, 0, 0, 0, -214, -116, -716
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Engine.cs", "C#", 0, -106, 0, 0, 0, 0, 0, -30, -29, -165
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Exceptions\SubstanceException.cs", "C#", 0, -23, 0, 0, 0, 0, 0, 0, -3, -26
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\DataInternalNumeric.cs", "C#", 0, -29, 0, 0, 0, 0, 0, -3, -11, -43
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\Enums\ErrorCode.cs", "C#", 0, -11, 0, 0, 0, 0, 0, -1, 0, -12
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\Enums\HVFlip.cs", "C#", 0, -13, 0, 0, 0, 0, 0, 0, -1, -14
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\Enums\ImageFormat.cs", "C#", 0, -44, 0, 0, 0, 0, 0, -8, -12, -64
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\Enums\nativevaluetype.cs", "C#", 0, -36, 0, 0, 0, 0, 0, -2, -2, -40
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\NativeDataImage.cs", "C#", 0, -31, 0, 0, 0, 0, 0, -17, -11, -59
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\NativeInputVisibility.cs", "C#", 0, -14, 0, 0, 0, 0, 0, 0, -2, -16
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\NativeOutputFormat.cs", "C#", 0, -69, 0, 0, 0, 0, 0, 0, -17, -86
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\NativePhysicalSize.cs", "C#", 0, -12, 0, 0, 0, 0, 0, 0, -1, -13
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\NativePreset.cs", "C#", 0, -20, 0, 0, 0, 0, 0, -3, -2, -25
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\NativeThumbnail.cs", "C#", 0, -14, 0, 0, 0, 0, 0, 0, -1, -15
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\nativeNumericInputDesc.cs", "C#", 0, -51, 0, 0, 0, 0, 0, -14, -23, -88
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\nativegraph.cs", "C#", 0, -16, 0, 0, 0, 0, 0, -8, -7, -31
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\nativeinputdesc.cs", "C#", 0, -17, 0, 0, 0, 0, 0, -9, -8, -34
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\MarshalStructs\nativeoutputdesc.cs", "C#", 0, -15, 0, 0, 0, 0, 0, -7, -6, -28
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\NativeMethods.cs", "C#", 0, -752, 0, 0, 0, 0, 0, -59, -304, -1115
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Profile\ProfileUtils.cs", "C#", 0, -25, 0, 0, 0, 0, 0, 0, -6, -31
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Render Pipelines\PluginPipelines.cs", "C#", 0, -102, 0, 0, 0, 0, 0, 0, -18, -120
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\SubstanceNativeGraph.cs", "C#", 0, -840, 0, 0, 0, 0, 0, -89, -234, -1163
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Enums\ShuffleIndex.cs", "C#", 0, -13, 0, 0, 0, 0, 0, 0, -1, -14
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Enums\SubstanceValueType.cs", "C#", 0, -20, 0, 0, 0, 0, 0, -3, -1, -24
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Enums\SubstanceWidgetType.cs", "C#", 0, -18, 0, 0, 0, 0, 0, -3, -1, -22
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Enums\TextureFlip.cs", "C#", 0, -13, 0, 0, 0, 0, 0, 0, -1, -14
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\ISubstanceInputDescNumerical.cs", "C#", 0, -9, 0, 0, 0, 0, 0, 0, -1, -10
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalFloat.cs", "C#", 0, -23, 0, 0, 0, 0, 0, -24, -9, -56
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalFloat2.cs", "C#", 0, -23, 0, 0, 0, 0, 0, -24, -9, -56
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalFloat3.cs", "C#", 0, -23, 0, 0, 0, 0, 0, -24, -9, -56
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalFloat4.cs", "C#", 0, -23, 0, 0, 0, 0, 0, -24, -9, -56
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalInt.cs", "C#", 0, -25, 0, 0, 0, 0, 0, -27, -11, -63
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalInt2.cs", "C#", 0, -22, 0, 0, 0, 0, 0, -21, -8, -51
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalInt3.cs", "C#", 0, -23, 0, 0, 0, 0, 0, 0, -9, -32
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescNumericalInt4.cs", "C#", 0, -38, 0, 0, 0, 0, 0, 0, -9, -47
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Descriptions\SubstanceInputDescription.cs", "C#", 0, -15, 0, 0, 0, 0, 0, 0, -6, -21
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\ISubstanceInput.cs", "C#", 0, -56, 0, 0, 0, 0, 0, -34, -27, -117
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\SubstanceInputFactory.cs", "C#", 0, -45, 0, 0, 0, 0, 0, -8, -14, -67
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Values\SubstanceInputFloat.cs", "C#", 0, -59, 0, 0, 0, 0, 0, 0, -12, -71
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Values\SubstanceInputFloat2.cs", "C#", 0, -59, 0, 0, 0, 0, 0, 0, -12, -71
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Values\SubstanceInputFloat3.cs", "C#", 0, -59, 0, 0, 0, 0, 0, 0, -12, -71
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Values\SubstanceInputFloat4.cs", "C#", 0, -59, 0, 0, 0, 0, 0, 0, -12, -71
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Values\SubstanceInputFont.cs", "C#", 0, -32, 0, 0, 0, 0, 0, 0, -5, -37
"c:\Users\dwh88\Perforce\dengw3_Liyuu_1160\GSAS-2540-01-F24\users\dengw3\dengw3_2DplatformGame\BuddahGo\Assets\Adobe\Substance3DForUnity\Runtime\Scripts\Unity Objects\Inputs\Values\SubstanceInputInt.cs", "C#", 0, -58, 0, 0, 0, 0, 0, 0, -11, -69
